PIC_ID,WETLAND_NAME,ADDRESS,LATITUDE,LONGITUDE,WETLAND_TYPE
546,월산보습지,전라남도 장성군 진원면 학림리,"N35°13’22.82""","E126°51’51.26""",하도습지
547,유덕습지,전라남도 장성군 남면 월정리,"N35°10’08.16""","E126°49’45.18""",하도습지
548,반촌제습지,전라남도 장성군 남면 삼태리,"N35°11’45.48""","E126°50’41.38""",담수호습지
549,하남제습지,전라남도 장성군 남면 월정리,"N35°11’27.60""","E126°47’54.02""",담수호습지
550,운천제습지,전라남도 나주시 남평읍 수원리,"N35°08’53.12""","E126°51’17.25""",생태수변공원
551,양산제습지,전라남도 장성군 남면 삼태리,"N35°12’11.01""","E126°52’20.57""",생태수변공원
552,풍암제습지,전라남도 화순군 화순읍 세량리,"N35°07’36.57""","E126°52’16.83""",생태수변공원
553,용산습지(광주),전라남도 담양군 대전면 응용리,"N35°14’21.64""","E126°52’52.90""",하도습지
554,창평습지,전라남도 담양군 고서면 동운리,"N35°14’34.38""","E126°58’22.62""",하도습지
555,광주호습지,전라남도 담양군 남면 학선리,"N35°11’16.41""","E126°59’31.04""",담수호습지
556,송정습지(광주),전라남도 나주시 노안면 도산리,"N35°06’26.75""","E126°47’35.65""",하도습지
557,산포습지,전라남도 나주시 산포면 덕례리,"N35°03’00.29""","E126°47’10.67""",하도습지
558,동섬습지,전라남도 나주시 금천면 신가리,"N35°03’23.08""","E126°46’04.39""",우각호습지
559,드들습지,전라남도 나주시 남평읍 서산리,"N35°02’56.06""","E126°50’46.96""",하도습지
560,전평제습지,전라남도 나주시 남평읍 수원리,"N35°06’55.83""","E126°50’53.46""",담수호습지
561,진배못습지,전라남도 나주시 산포면 덕례리,"N35°03’31.09""","E126°47’41.12""",우각호습지
562,송림제습지,전라남도 나주시 산포면 신도리,"N35°00’22.13""","E126°48’38.90""",담수호습지
563,화지제습지,전라남도 나주시 산포면 화지리,"N35°01’08.02""","E126°49’02.33""",담수호습지
564,죽청습지,전라남도 화순군 능주면 남정리,"N35°00’34.68""","E126°56’10.70""",하도습지
565,도곡습지,전라남도 화순군 도곡면 천암리,"N35°00’32.98""","E126°54’27.79""",하도습지
566,화순습지,전라남도 화순군 화순읍 서태리,"N35°02’14.61""","E126°57’15.21""",하도습지
567,세천늪(대구),대구광역시 달성군 다사읍 세천리,"N35°52’41.47""","E128°28’05.97""",담수호습지
568,회천습지,경상북도 고령군 운수면 봉평리,"N35°45’54.59""","E128°17’06.30""",하도습지
569,위천늪,대구광역시 달성군 논공읍 위천리,"N35°45’23.46""","E128°23’51.44""",하도습지
570,달성습지,대구광역시 달성군 화원읍 구라리,"N35°49’54.47""","E128°28’44.14""",하도습지
571,봉촌리습지,경상북도 고령군 다산면 노곡리,"N35°51’03.83""","E128°24’49.04""",하도습지
572,낫늪,대구광역시 달성군 논공읍 상리,"N35°45’01.64""","E128°24’06.29""",우각호습지
573,노원습지,대구광역시 달성군 다사읍 방천리,"N35°53’46.29""","E128°33’21.04""",하도습지
574,유등지습지,경상북도 칠곡군 동명면 금암리,"N35°59’55.81""","E128°33’16.72""",담수호습지
575,서리지습지,경상북도 칠곡군 동명면 봉암리,"N35°57’57.38""","E128°33’53.51""",담수호습지
576,광대골지습지,경상북도 칠곡군 동명면 구덕리,"N35°57’49.32""","E128°35’16.59""",담수호습지
577,단산지,경상북도 칠곡군 동명면 구덕리,"N35°55’26.01""","E128°39’00.12""",인공호습지
578,성당못,대구광역시 달서구 성당동,"N35°50’34.24""","E128°33’35.51""",담수호습지
579,수성못,대구광역시 달성군 가창면 용계리,"N35°49’39.07""","E128°37’04.31""",인공호습지
580,팔현습지,경상북도 경산시 압량면 금구리,"N35°51’25.76""","E128°42’02.69""",하도습지
581,금강습지,경상북도 경산시 압량면 금구리,"N35°51’56.42""","E128°45’39.47""",하도습지
582,안심습지,경상북도 경산시 압량면 금구리,"N35°51’54.25""","E128°44’57.60""",담수호습지
583,가남지,경상북도 경산시 압량면 금구리,"N35°52’13.51""","E128°44’16.54""",인공호습지
584,논방골 묵논,경상북도 영천시 금호읍 남성리,"N35°54’21.76""","E128°51’21.25""",소택지
585,문천지,경상북도 경산시 진량읍 문천리,"N35°53’36.44""","E128°50’43.07""",담수호습지
586,풍락제습지,경상북도 영천시 청통면 대평리,"N35°57’06.15""","E128°51’42.11""",담수호습지
587,작은 소월지습지,경상북도 경산시 와촌면 소월리,"N35°57’05.99""","E128°48’52.55""",담수호습지
588,황정습지,경상북도 영천시 금호읍 관정리,"N35°55’18.37""","E128°53’55.88""",하도습지
589,금노습지,경상북도 영천시 금호읍 봉죽리,"N35°57’07.80""","E128°55’18.87""",하도습지
590,화룡습지,경상북도 영천시 청통면 호당리,"N35°58’44.39""","E128°54’55.18""",하도습지
591,단포습지,경상북도 영천시 고경면 단포리,"N35°57’57.19""","E128°57’25.07""",하도습지
592,오통내지,경상북도 영천시 대창면 대창리,"N35°52’30.24""","E128°53’11.54""",하도습지
593,청못,경상북도 영천시 금호읍 구암리,"N35°55’21.42""","E128°56’32.85""",담수호습지
594,우로지,경상북도 영천시 고경면 단포리,"N35°59’00.63""","E128°57’19.02""",생태수변공원
595,유상대제습지,경상북도 영천시 북안면 유상리,"N35°55’38.15""","E128°58’33.48""",담수호습지
596,탑지습지,경상북도 영천시 금호읍 신월리,"N35°56’17.38""","E128°54’01.21""",담수호습지
597,내리교 보습지,경상북도 경산시 압량면 내리,"N35°50’55.68""","E128°47’18.74""",보습지
598,연지습지(경산),경상북도 경산시 진량읍 선화리,"N35°52’10.84""","E128°47’21.54""",담수호습지
599,동자지습지,경상북도 경산시 진량읍 선화리,"N35°52’18.44""","E128°48’00.55""",담수호습지
600,바느리못습지,경상북도 경산시 압량면 의송리,"N35°51’13.89""","E128°47’32.65""",담수호습지
601,감못습지,경상북도 경산시 압량면 신대리,"N35°50’03.06""","E128°46’04.94""",담수호습지
602,도진습지,경상북도 고령군 우곡면 야정리,"N35°39’29.61""","E128°19’56.16""",하도습지
603,소가천습지,경상북도 고령군 대가야읍 본관리,"N35°44’12.57""","E128°16’39.00""",하도습지
604,구곡습지,경상북도 고령군 개진면 구곡리,"N35°42’25.13""","E128°22’33.04""",배후습지
605,박석진교습지,경상북도 고령군 개진면 부리,"N35°42’34.23""","E128°25’49.32""",배후습지
606,봉산늪(고령),경상북도 고령군 우곡면 봉산리,"N35°38’11.24""","E128°22’57.47""",담수호습지
607,진촌늪,경상북도 고령군 개진면 부리,"N35°42’25.87""","E128°25’30.66""",담수호습지
608,지동늪,대구광역시 달성군 현풍면 지리,"N35°41’00.28""","E128°25’58.18""",담수호습지
609,청덕습지,경상남도 합천군 청덕면 가현리,"N35°34’20.20""","E128°20’30.63""",하도습지
610,성산습지,경상남도 합천군 쌍책면 다라리,"N35°34’18.21""","E128°17’29.57""",하도습지
611,적포습지,경상남도 합천군 청덕면 적포리,"N35°33’55.01""","E128°21’19.34""",하도습지
612,오방곡못,경상남도 합천군 청덕면 앙진리,"N35°30’51.51""","E128°21’58.14""",담수호습지
613,앙진못,경상남도 합천군 청덕면 앙진리,"N35°31’11.68""","E128°21’29.35""",담수호습지
614,장천웃늪,경상남도 창녕군 이방면 장천리,"N35°35’51.42""","E128°22’29.69""",담수호습지
615,부수못,경상남도 합천군 적중면 부수리,"N35°32’35.20""","E128°17’05.71""",담수호습지
616,가항수로늪,경상남도 창녕군 유어면 가항리,"N35°31’15.70""","E128°23’01.59""",배후습지
617,유어교습지,경상남도 창녕군 유어면 가항리,"N35°31’13.48""","E128°22’42.27""",하도습지
618,대학지,경상남도 창녕군 대지면 본초리,"N35°31’38.94""","E128°26’21.67""",담수호습지
619,팔락늪,경상남도 창녕군 유어면 미구리,"N35°31’00.46""","E128°24’02.56""",담수호습지
620,가항늪,경상남도 창녕군 유어면 가항리,"N35°31’16.97""","E128°23’09.47""",배후습지
621,목포늪,경상남도 창녕군 이방면 안리,"N35°33’46.75""","E128°24’23.87""",배후습지
622,사지포늪,경상남도 창녕군 대합면 신당리,"N35°33’39.98""","E128°26’00.19""",배후습지
623,우포늪,경상남도 창녕군 유어면 대대리,"N35°33’16.58""","E128°24’58.65""",배후습지
624,쪽지벌늪,경상남도 창녕군 이방면 옥천리,"N35°32’45.06""","E128°24’00.62""",배후습지
625,용호(대곡호),경상남도 창녕군 대합면 목단리,"N35°36’42.80""","E128°24’54.93""",배후습지
626,감암습지,경상남도 의령군 부림면 감암리,"N35°28’33.62""","E128°20’38.54""",하도습지
627,신반천습지,경상남도 의령군 부림면 대곡리,"N35°30’06.91""","E128°21’41.30""",하도습지
628,번개늪,경상남도 창녕군 계성면 봉산리,"N35°26’21.54""","E128°28’54.15""",담수호습지
629,대곡늪,경상남도 창녕군 남지읍 대곡리,"N35°26’13.54""","E128°23’28.00""",담수호습지
630,박진교습지,경상남도 창녕군 남지읍 대곡리,"N35°26’11.31""","E128°22’47.24""",하도습지
631,성사습지,경상남도 창녕군 남지읍 성사리,"N35°25’32.20""","E128°26’56.77""",담수호습지
632,신전늪(창녕),경상남도 창녕군 남지읍 신전리,"N35°24’41.73""","E128°28’03.14""",담수호습지
633,월상늪(창녕),경상남도 창녕군 남지읍 월하리,"N35°26’40.39""","E128°22’59.96""",담수호습지
634,월평습지(창녕),경상남도 창녕군 남지읍 월하리,"N35°27’39.93""","E128°23’18.97""",하도습지
635,장척지,경상남도 창녕군 영산면 신제리,"N35°26’01.92""","E128°29’37.84""",담수호습지
636,대봉습지,경상남도 창녕군 장마면 대봉리,"N35°26’31.51""","E128°27’13.35""",배후습지
637,내내늪,경상남도 함안군 칠서면 계내리,"N35°22’38.25""","E128°28’39.77""",담수호습지
638,신점늪,경상남도 함안군 칠서면 용성리,"N35°22’47.02""","E128°29’42.19""",담수호습지
639,공영교습지,경상남도 창녕군 남지읍 성사리,"N35°25’40.72""","E128°27’46.93""",하도습지
640,돈대늪,경상남도 의령군 용덕면 소상리,"N35°20’18.01""","E128°18’47.50""",하도습지
641,구소늪,경상남도 의령군 용덕면 소상리,"N35°20’19.40""","E128°18’16.42""",배후습지
642,소상늪,경상남도 의령군 용덕면 정동리,"N35°20’39.71""","E128°18’46.23""",하도습지
643,교암늪,경상남도 의령군 의령읍 정암리,"N35°19’25.09""","E128°17’47.79""",하도습지
644,수곡늪,경상남도 함안군 군북면 박곡리,"N35°16’31.99""","E128°17’53.97""",담수호습지
645,석교천습지,경상남도 함안군 군북면 사도리,"N35°17’42.54""","E128°19’30.62""",하도습지
646,뜬늪,경상남도 함안군 군북면 월촌리,"N35°18’18.49""","E128°18’08.87""",생태수변공원
647,유전늪,경상남도 함안군 군북면 유현리,"N35°18’05.61""","E128°20’23.52""",담수호습지
648,대평늪,경상남도 함안군 법수면 대송리,"N35°20’21.76""","E128°20’14.17""",담수호습지
649,질날늪,경상남도 함안군 법수면 우거리,"N35°19’18.62""","E128°20’52.54""",담수호습지
650,황새몰늪,경상남도 함안군 법수면 황사리,"N35°19’28.48""","E128°19’27.40""",담수호습지
651,매곡작은늪,경상남도 함안군 법수면 황사리,"N35°19’45.52""","E128°19’09.37""",담수호습지
652,악양습지(의령),경상남도 의령군 정곡면 적곡리,"N35°20’06.79""","E128°22’20.25""",하도습지
653,장자늪(의령),경상남도 의령군 지정면 마산리,"N35°21’48.00""","E128°24’13.92""",배후습지
654,자연저수지,경상남도 함안군 가야읍 묘사리,"N35°17’30.98""","E128°22’31.30""",담수호습지
